человека который сдерживает сильную боль  1
стояла возле и в раздумье  1
предчувствуя что вот-вот на земле  1
выражение у нее стало тяжелым  1
бедность голод такие же дырявые  1
он никак не мог побороть  1
мужские голоса это здешние работники  1
слышала иуда в ту же  1
что он умеет трогательно рассказывать  1
здоровья силы  ему было  1
вдовьими потому что их содержали  1
пожимаясь от холода студент думал  1
она всем своим существом заинтересована  1
вечери петр сказал иисусу «с  1
«с тобою я готов и  1
не знаешь меня» после вечери  1
отец лежал на печи и  1
неведомого таинственного счастья овладевали им  1
костра дрожал на нем студент  1
дочь смутилась то очевидно то  1
казалось что он только что  1
били лукерья оставила ложки и  1
воображаю тихий-тихий темный-темный сад и  1
к первосвященнику и били а  1
что вот-вот на земле произойдет  1
в том что происходило в  1
слезы крупные изобильные потекли у  1
веков назад имеет отношение к  1
на иисуса вспомнил слова которые  1
смутился и сказал «я не  1
у костра апостол петр   1
тоской и тревогой понимаешь ли  1
запел петух и петр взглянув  1
какая то была страшная ночь  1
и жизнь казалась ему восхитительной  1
василиса вдруг всхлипнула слезы крупные  1
головой и спросил  небось  1
баба забитая мужем только щурилась  1
 если помнишь во время  1
дул жестокий ветер в самом  1
наступивший холод нарушил во всем  1
что было холодно и грелись  1
произойдет что-то ужасное шел вслед  1
и все работники что находились  1
студент опять подумал что если  1
была точно такая же лютая  1
огонь далеко же кругом и  1
мало-помалу и жизнь казалась ему  1
протягивая к огню руки   1
если василиса заплакала а ее  1
«и этот был с иисусом»  1
связано с настоящим непрерывною цепью  1
мать сидя в сенях на  1
что отужинали слышались мужские голоса  1
счастья овладевали им мало-помалу и  1
всем людям если старуха заплакала  1
этот внезапно наступивший холод нарушил  1
ветер дул и при рюрике  1
судорожно встряхнул головой и спросил  1
все эти ужасы были есть  1
чем он только что рассказывал  1
очевидно только что отужинали слышались  1
с глуповатым лицом сидела на  1
его сказала «и этот был  1
что происходило девятнадцать веков назад  1
смутилась то очевидно то о  1
самому ко всем людям если  1
в темноте и возле него  1
горел жарко с треском освещая  1
и стало в лесу неуютно  1
и тоже грелся как вот  1
петр  сказал студент протягивая  1
из них» но он опять  1
их содержали две вдовы мать  1
лукерья маленькая рябая с глуповатым  1
назывались вдовьими потому что их  1
в саду?» он третий раз  1
допрашивать а работники тем временем  1
господь ему на это «говорю  1
лютая бедность голод такие же  1
о чем он только что  1
и возле него уже не  1
крупные изобильные потекли у нее  1
родную деревню и на запад  1
закоченели пальцы и разгорелось от  1
василиса высокая пухлая старуха в  1
из учеников иисуса и сказал  1
в лесу некстати подул с  1
том что правда и красота  1
потемки сгустились быстрей чем надо  1
раскатисто и весело но когда  1
и мучительно хотелось есть и  1
сказал «и ты из них»  1
опять наступили потемки и стали  1
няньках выражалась деликатно и с  1
сходила мягкая степенная улыбка дочь  1
одно из другого и ему  1
вот-вот на земле произойдет что-то  1
глуповатым лицом сидела на земле  1
душе петра и радость вдруг  1
молодости здоровья силы  ему  1
главное в человеческой жизни и  1
некстати подул с востока холодный  1
страстной пятницы дома ничего не  1
вам и зима пришла назад  1
он опять отрекся и в  1
тихая кричали дрозды и по  1
и били а петр изнеможенный  1
сурово поглядели на него потому  1
горько» воображаю тихий-тихий темный-темный сад  1
жарко с треском освещая далеко  1
а лукерья глядя неподвижно на  1
иоанне грозном и при петре  1
тосковал в саду и молился  1
иисуса вспомнил слова которые он  1
работники тем временем развели среди  1
стоял петр и тоже грелся  1
и зима пришла назад   1
чудесной и полной высокого смысла  1
с лица ее всё время  1
и будут и оттого что  1
дочь лукерья маленькая рябая с  1
близок и потому что она  1
а ее дочь смутилась то  1
духовной академии сын дьячка возвращаясь  1
изобильные потекли у нее по  1
до чрезвычайности унылая длинная ночь  1
на запад где узкою полосой  1
работники возвращались с реки и  1
была страшная ночь бабушка до  1
нем студент пожелал вдовам спокойной  1
какое-то отношение он оглянулся одинокий  1
к этой пустынной деревне к  1
с иисусом» то есть что  1
ужасы были есть и будут  1
великопольский студент духовной академии сын  1
светилась холодная багровая заря то  1
и на смерть» а господь  1
же узнала его и улыбнулась  1
бывалая служившая когда-то у господ  1
кругом и там где была  1
казалась ему восхитительной чудесной и  1
иисуса и теперь видел издали  1
холода студент думал о том  1
продолжались непрерывно до сего дня  1
и устремила неподвижный взгляд на  1
пасха теперь студент думал о  1
уже близко и свет от  1
есть петух как ты трижды  1
был с иисусом» то есть  1
и предал его мучителям его  1
в мужском полушубке стояла возле  1
саду?» он третий раз отрекся  1
вальдшнеп и выстрел по нем  1
лужам протянулись ледяные иглы и  1
деликатно и с лица ее  1
на печи и кашлял по  1
оттого вечерние потемки сгустились быстрей  1
точно дуло в пустую бутылку  1
настоящим непрерывною цепью событий вытекавших  1
на вечери вспомнил очнулся пошел  1
пароме через реку и потом  1
но когда стемнело в лесу  1
силы  ему было только  1
сегодня петел то есть петух  1
ту же ночь поцеловал иисуса  1
и что при них была  1
уходил из дому его мать  1
смертельно тосковал в саду и  1
потому что петр ей близок  1
и горько-горько заплакал в евангелии  1
душой ослабел веки у него  1
мыла котел и ложки очевидно  1
истомился душой ослабел веки у  1
вечери вспомнил очнулся пошел со  1
горько-горько заплакал в евангелии сказано  1
третий раз кто-то обратился к  1
темницу и на смерть» а  1
в сенях на полу босая  1
бабушка до чрезвычайности унылая длинная  1
зима и не было похоже  1
 иисуса стали допрашивать а  1
находились около огня должно быть  1
первосвященнику и били а петр  1
тоска такая же пустыня кругом  1
что не знаешь меня» после  1
них» но он опять отрекся  1
мужем только щурилась на студента  1
дьячка возвращаясь с тяги домой  1
неподвижно на студента покраснела и  1
длинная ночь он посмотрел кругом  1
соседству в болотах что-то живое  1
глухие рыдания студент вздохнул и  1
мог побороть сна спал потом  1
нему самому ко всем людям  1
ту страшную ночь с петром  1
же кругом и там где  1
и ему не хотелось домой  1
сильную боль работники возвращались с  1
у нее было странное как  1
пустынной деревне к нему самому  1
к допросу и все работники  1
реку и потом поднимаясь на  1
в лесу неуютно глухо и  1
и грелись с ними около  1
о том что точно такой  1
глядел на свою родную деревню  1
есть и будут и оттого  1
же ее лукерья деревенская баба  1
его связанного вели к первосвященнику  1
поглядели на него потому что  1
самом деле возвращалась зима и  1
невежество тоска такая же пустыня  1
спокойной ночи и пошел дальше  1
улыбка дочь же ее лукерья  1
не пропоет сегодня петел то  1
ее дочь лукерья маленькая рябая  1
конца как дрогнул другой а  1
же в холодную ночь грелся  1
значит всё происходившее в ту  1
запахло зимой иван великопольский студент  1
развели среди двора огонь потому  1
что самой природе жутко и  1
здешние работники на реке поили  1
костру  здравствуйте василиса вздрогнула  1
слышались мужские голоса это здешние  1
в душе петра и радость  1
он оглянулся одинокий огонь спокойно  1
теперь одна женщина увидев его  1
в темницу и на смерть»  1
улыбаться василиса вдруг всхлипнула слезы  1
не было похоже что послезавтра  1
 богатым быть поговорили василиса  1
дырявые соломенные крыши невежество тоска  1
ней какое-то отношение он оглянулся  1
подходя к костру  здравствуйте  1
версты за четыре всё сплошь  1
жизни и вообще на земле  1
потом ты слышала иуда в  1
года  и невыразимо сладкое  1
лесу неуютно глухо и нелюдимо  1
и она заслонила рукавом лицо  1
полосой светилась холодная багровая заря  1
взглянув издали на иисуса вспомнил  1
всё сплошь утопало в холодной  1
чистила самовар а отец лежал  1
среди двора огонь потому что  1
глядела на огонь ее дочь  1
с петром имеет к ней  1
стало в лесу неуютно глухо  1
лошади был уже близко и  1
дуло в пустую бутылку протянул  1
холодно и грелись с ними  1
видно людей студент опять подумал  1
третий раз отрекся и после  1
если помнишь во время тайной  1
сын дьячка возвращаясь с тяги  1
от ветра лицо ему казалось  1
в мамках а потом няньках  1
живое жалобно гудело точно дуло  1
апостол петр  сказал студент  1
ему казалось что этот внезапно  1
значит и тогда было холодно  1
исшед вон плакася горько» воображаю  1
лицо ему казалось что этот  1
 ответила василиса  если  1
не потому что он умеет  1
и по-видимому всегда составляли главное  1
он только что рассказывал что  1
немного погодя опять кто-то узнал  1
студент думал о василисе если  1
и выстрел по нем прозвучал  1
петре и что при них  1
одного конца как дрогнул другой  1
то есть что и его  1
не выспавшийся предчувствуя что вот-вот  1
раз отрекся и после этого  1
раза тотчас же запел петух  1
спал потом ты слышала иуда  1
сказал студент протягивая к огню  1
и один из них верхом  1
жалобно гудело точно дуло в  1
здравствуйте василиса вздрогнула но тотчас  1
вначале была хорошая тихая кричали  1
студент вздохнул и задумался продолжая  1
ко всем людям если старуха  1
студента покраснела и выражение у  1
во дворе первосвященника продолжались непрерывно  1
петух и петр взглянув издали  1
же пустыня кругом мрак чувство  1
петр изнеможенный замученный тоской и  1
протянул один вальдшнеп и выстрел  1
и при рюрике и при  1
около реки светился огонь далеко  1
теперь видел издали как его  1
 сказал студент подходя к  1
вероятно к этой пустынной деревне  1
правда и красота направлявшие человеческую  1
и после этого раза тотчас  1
происходившее в ту страшную ночь  1
только что видел оба конца  1
на это «говорю тебе петр  1
любил иисуса и теперь видел  1
что правда и красота направлявшие  1
он смутился и сказал «я  1
с реки и один из  1
деревенская баба забитая мужем только  1
 здравствуйте василиса вздрогнула но  1
видел оба конца этой цепи  1
в пустую бутылку протянул один  1
что рассказывал что происходило девятнадцать  1
рыдания студент вздохнул и задумался  1
крыши невежество тоска такая же  1
потому что он умеет трогательно  1
происходило девятнадцать веков назад имеет  1
временем развели среди двора огонь  1
к костру  здравствуйте василиса  1
восхитительной чудесной и полной высокого  1
он умеет трогательно рассказывать а  1
конца этой цепи дотронулся до  1
на полу босая чистила самовар  1
похоже что послезавтра пасха теперь  1
такие же дырявые соломенные крыши  1
огородах около реки светился огонь  1
и теперь видел издали как  1
одна женщина увидев его сказала  1
ответила василиса  если помнишь  1
василиса заплакала а ее дочь  1
сегодня я видел с ним  1
жизнь казалась ему восхитительной чудесной  1
иисус смертельно тосковал в саду  1
свою родную деревню и на  1
и радость вдруг заволновалась в  1
 сказал студент протягивая к  1
и теперь пожимаясь от холода  1
полушубке стояла возле и в  1
вдовам спокойной ночи и пошел  1
ветра лицо ему казалось что  1
только что отужинали слышались мужские  1
заинтересована в том что происходило  1
и мыла котел и ложки  1
студент вспомнил что когда он  1
эти ужасы были есть и  1
но тотчас же узнала его  1
служившая когда-то у господ в  1
на земле произойдет что-то ужасное  1
по соседству в болотах что-то  1
быть подозрительно и сурово поглядели  1
варили и мучительно хотелось есть  1
как бы стыдясь своих слез  1
думал о том что точно  1
поили лошадей  вот вам  1
дух прошлое думал он связано  1
очнулся пошел со двора и  1
на двенадцати евангелиях  была  1
небось была на двенадцати евангелиях  1
лесу некстати подул с востока  1
было видно людей студент опять  1
событий вытекавших одно из другого  1
были есть и будут и  1
потемки судорожно встряхнул головой и  1
была хорошая тихая кричали дрозды  1
он только что видел оба  1
и потому что она всем  1
с настоящим непрерывною цепью событий  1
направлявшие человеческую жизнь там в  1
теперь пожимаясь от холода студент  1
 сказала она  богатым  1
же ночь поцеловал иисуса и  1
гору глядел на свою родную  1
петр и тоже грелся как  1
пропоет сегодня петел то есть  1
стыдясь своих слез а лукерья  1
страстно без памяти любил иисуса  1
грелся как вот я теперь  1
студент пожелал вдовам спокойной ночи  1
у него закоченели пальцы и  1
к обеим женщинам и вероятно  1
 значит и тогда было  1
«говорю тебе петр не пропоет  1
надо кругом было пустынно и  1
тобою я готов и в  1
работники на реке поили лошадей  1
верхом на лошади был уже  1
у нее по щекам и  1
что и его мол нужно  1
оттого что пройдет еще тысяча  1
освещая далеко кругом вспаханную землю  1
сказано «и исшед вон плакася  1
теперь студент думал о василисе  1
тяги домой шел всё время  1
перевести дух прошлое думал он  1
петр ей близок и потому  1
«да не тебя ли сегодня  1
и опять наступили потемки и  1
с ними около костра стоял  1
что когда он уходил из  1
на реке поили лошадей   1
вспомнил слова которые он сказал  1
это «говорю тебе петр не  1
который сдерживает сильную боль работники  1
и задумался продолжая улыбаться василиса  1
что точно такой же ветер  1
рябая с глуповатым лицом сидела  1
людей студент опять подумал что  1
«и ты из них» но  1
имеет к ней какое-то отношение  1
не узнала бог с тобой  1
и тогда было холодно ах  1
замученный тоской и тревогой понимаешь  1
вечерней мгле студент вспомнил что  1
треском освещая далеко кругом вспаханную  1
заплакала то значит всё происходившее  1
сидела на земле и мыла  1
даже остановился на минуту чтобы  1
близко и свет от костра  1
потому что он смутился и  1
на земле и мыла котел  1
существом заинтересована в том что  1
после этого раза тотчас же  1
 вот вам и зима  1
выражалась деликатно и с лица  1
ты из них» но он  1
нем прозвучал в весеннем воздухе  1
душе и он даже остановился  1
так же в холодную ночь  1
болотах что-то живое жалобно гудело  1
что этот внезапно наступивший холод  1
хотелось есть и теперь пожимаясь  1
высокая пухлая старуха в мужском  1
грелись с ними около костра  1
у глухонемой  точно так  1
не мог побороть сна спал  1
слышатся глухие рыдания студент вздохнул  1
знаешь меня» после вечери иисус  1
пройдет еще тысяча лет жизнь  1
его» немного погодя опять кто-то  1
маленькая рябая с глуповатым лицом  1
узкою полосой светилась холодная багровая  1
тебе петр не пропоет сегодня  1
им мало-помалу и жизнь казалась  1
мигал в темноте и возле  1
там в саду и во  1
студента и молчала и выражение  1
что она всем своим существом  1
он уходил из дому его  1
слова которые он сказал ему  1
выражение у нее было странное  1
далеко кругом вспаханную землю вдова  1
и не было похоже что  1
и на запад где узкою  1
во время тайной вечери петр  1
но он опять отрекся и  1
и выражение у нее было  1
по тропинке у него закоченели  1
хорошая тихая кричали дрозды и  1
сад и в тишине едва  1
то была страшная ночь бабушка  1
опять отрекся и в третий  1
и молился а бедный петр  1
стали зябнуть руки дул жестокий  1
двора огонь потому что было  1
сказала она  богатым быть  1
как вот я теперь одна  1
ли не выспавшийся предчувствуя что  1
в болотах что-то живое жалобно  1
цепью событий вытекавших одно из  1
земле и мыла котел и  1
как у глухонемой  точно  1
землю вдова василиса высокая пухлая  1
опять кто-то узнал в нем  1
«я не знаю его» немного  1
дул и при рюрике и  1
другого и ему казалось что  1
думал он связано с настоящим  1
петр истомился душой ослабел веки  1
деревня версты за четыре всё  1
и его мол нужно вести  1
поговорили василиса женщина бывалая служившая  1
послезавтра пасха теперь студент думал  1
ними около костра стоял петр  1
и улыбнулась приветливо  не  1
было странное как у глухонемой  1
неподвижный взгляд на студента   1
шел всё время заливным лугом  1
всё время не сходила мягкая  1
и чувство молодости здоровья силы  1
выспавшийся предчувствуя что вот-вот на  1
студент думал о том что  1
деревню и на запад где  1
то не потому что он  1
грелся у костра апостол петр  1
студент духовной академии сын дьячка  1
в раздумье глядела на огонь  1
один вальдшнеп и выстрел по  1
пожелал вдовам спокойной ночи и  1
содержали две вдовы мать и  1
если старуха заплакала то не  1
протянулись ледяные иглы и стало  1
из них верхом на лошади  1
кто-то узнал в нем одного  1
востока холодный пронизывающий ветер всё  1
а потом няньках выражалась деликатно  1
одинокий огонь спокойно мигал в  1
а работники тем временем развели  1
а когда он переправлялся на  1
такой же ветер дул и  1
стали допрашивать а работники тем  1
и красота направлявшие человеческую жизнь  1
при них была точно такая  1
отречешься что не знаешь меня»  1
женщина увидев его сказала «и  1
на него потому что он  1
назад  сказал студент подходя  1
багровая заря то думал о  1
меня» после вечери иисус смертельно  1
тогда было холодно ах какая  1
есть что и его мол  1
когда он переправлялся на пароме  1
его душе и он даже  1
 была  ответила василиса  1
была  ответила василиса   1
вот я теперь одна женщина  1
возвращалась зима и не было  1
холодная багровая заря то думал  1
и по соседству в болотах  1
до одного конца как дрогнул  1
и молчала и выражение у  1
подумал что если василиса заплакала  1
вытекавших одно из другого и  1
огороды назывались вдовьими потому что  1
чувство молодости здоровья силы   1
отрекся и в третий раз  1
женщина бывалая служившая когда-то у  1
студента  пришли к первосвященнику  1
на лошади был уже близко  1
мягкая степенная улыбка дочь же  1
готов и в темницу и  1
вечерние потемки сгустились быстрей чем  1
возвращались с реки и один  1
с востока холодный пронизывающий ветер  1
возвращаясь с тяги домой шел  1
на студента и молчала и  1
потому что было холодно и  1
что пройдет еще тысяча лет  1
дочь же ее лукерья деревенская  1
радость вдруг заволновалась в его  1
и в раздумье глядела на  1
пошел дальше и опять наступили  1
переправлялся на пароме через реку  1
сказала «и этот был с  1
ослабел веки у него отяжелели  1
погода вначале была хорошая тихая  1
что-то живое жалобно гудело точно  1
от холода студент думал о  1
вдовьих огородах около реки светился  1
 небось была на двенадцати  1
то значит всё происходившее в  1
вечери иисус смертельно тосковал в  1
всё время заливным лугом по  1
